Product ID,Product Name,Description,Category,Brand,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Option4 Name,Option4 Value,SKU/Product Code,Weight,Inventory Tracking,Stock Status,Stock,Price,List Price,Cost,Shipping Price,Warranty,Product URL,Image,Meta Title,Meta Description,Web Link,New Arrival,Featured,Active,
"2651800","ASUS ROG Harpe Mini Core Wired Ambidextrous Gaming Mouse (P524 ROG HARPE MINI CORE)","Designed with input from pro gamers, the Harpe Mini Core carries the same pro-approved symmetrical shape as the flagship Harpe Ace Mini into a more accessible, value-focused package. At just 52 grams, its lightweight shell delivers pinpoint control for claw and fingertip grips, backed by a precise 12,000 dpi sensor, swappable ROG Micro Switch II buttons, and browser-based Gear Link configuration — no software download required.","Gaming Peripherals > Gaming Mouse","ASUS",,,,,,,,,,"0.05","No","In Stock","0","14500.00",,"0.00","0.00",,"/asus-rog-harpe-mini-core-wired-ambidextrous-gaming-mouse-p524-rog-harpe-mini-core","https://static3.webx.pk/files/91598/Images/asus-rog-harpe-mini-core-wired-gaming-mouse-p524-91598-2651800-010826062528985.webp","ASUS ROG Harpe Mini Core Wired Gaming Mouse P524","Buy ASUS ROG Harpe Mini Core mouse at GB Tec — 12,000 dpi, 52g lightweight, hot-swappable switches, RGB. Nationwide delivery across Pakistan.",,"N","N","Y",
"2651800",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-2-91598-0-010826062234473.webp",,,,,,,
"2651800",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-3-91598-0-010826062234740.webp",,,,,,,
"2651800",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-91598-0-010826062236218.webp",,,,,,,
"2651800",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-1-91598-0-010826062242564.webp",,,,,,,
"2651806","ASUS ROG Keris II Ace Wireless Gaming Mouse — Black (P714 ROG KERIS II WL ACE/BLACK)","Successor to the acclaimed Keris line, the Keris II Ace pairs a groundbreaking 42,000 dpi ROG AimPoint Pro optical sensor with track-on-glass capability for elite tracking precision. A pro-tested right-handed shape, ROG Optical Micro Switches rated for 100 million clicks, and support for the included ROG Polling Rate Booster (up to 8,000 Hz wired, 4,000 Hz wireless) combine to deliver a genuinely competition-ready mouse at just 54 grams.","Gaming Peripherals > Gaming Mouse","ASUS",,,,,,,,,,"0.05","No","In Stock","0","33000.00",,"0.00","0.00",,"/asus-rog-keris-ii-ace-wireless-gaming-mouse-black-p714-rog-keris-ii-wl-aceblack","https://static3.webx.pk/files/91598/Images/asus-rog-keris-ii-ace-wireless-gaming-mouse-91598-2651806-010826065253972.webp","ASUS ROG Keris II Ace Wireless Gaming Mouse P714","Buy ASUS ROG Keris II Ace mouse at GB Tec — 42,000 dpi, 8000Hz polling, 54g ultralight, tri-mode. Nationwide delivery across Pakistan.",,"N","N","Y",
"2651806",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-3-91598-0-010826064946193.webp",,,,,,,
"2651806",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-4-91598-0-010826064946473.webp",,,,,,,
"2651806",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-2-91598-0-010826064946757.webp",,,,,,,
"2651806",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-91598-0-010826064948046.webp",,,,,,,
"2651868","ASUS ROG Keris II Origin Wireless Gaming Mouse (P722 ROG KERIS II ORIGIN)","An esports-pro-tested ergonomic mouse, the Keris II Origin combines a lethal blend of performance and gaming immersion at just 65 grams. Its 42,000 dpi ROG AimPoint Pro sensor delivers precise tracking with track-on-glass technology, while individually customizable 3-zone RGB lighting, hot-swappable Push-Fit Switch Socket II switches, and up to 127 hours of battery life round out a well-equipped, everyday-competitive mouse.","Gaming Peripherals > Gaming Mouse","ASUS",,,,,,,,,,"0.07","No","In Stock","0","29800.00",,"0.00","0.00",,"/asus-rog-keris-ii-origin-wireless-gaming-mouse-p722-rog-keris-ii-origin","https://static3.webx.pk/files/91598/Images/asus-rog-keris-ii-origin-wireless-gaming-mouse-p722-91598-2651868-010826102732593.webp","ASUS ROG Keris II Origin Wireless Gaming Mouse P722","Buy ASUS ROG Keris II Origin mouse at GB Tec — 42,000 dpi, 65g ergonomic, tri-mode wireless, 127hr battery. Nationwide delivery across Pakistan.",,"N","N","Y",
"2651868",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-5-91598-0-010826100753871.webp",,,,,,,
"2651868",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-4-91598-0-010826100754288.webp",,,,,,,
"2651868",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-3-91598-0-010826100754064.webp",,,,,,,
"2651868",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-2-91598-0-010826100755475.webp",,,,,,,
"2651868",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-91598-0-010826100755950.webp",,,,,,,
"2651868",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-1-91598-0-010826100755846.webp",,,,,,,
"2651802","ASUS ROG Keris Wireless AimPoint Gaming Mouse — Black (P709 ROG KERIS WL AIMPOINT/BLACK)","An ergonomically designed right-handed mouse built for competitive gaming, the ROG Keris Wireless AimPoint pairs a precise 36,000 dpi ROG AimPoint optical sensor with tri-mode connectivity for maximum flexibility. ROG SpeedNova wireless technology delivers low-latency 2.4GHz performance for up to 119 hours, while swappable Push-Fit Switch Socket II buttons and a lightweight 75-gram build reduce fatigue during marathon gaming sessions.","Gaming Peripherals > Gaming Mouse","ASUS",,,,,,,,,,"0.08","No","In Stock","0","20000.00",,"0.00","0.00",,"/asus-rog-keris-wireless-aimpoint-gaming-mouse-black-p709-rog-keris-wl-aimpointblack","https://static3.webx.pk/files/91598/Images/asus-rog-keris-wireless-aimpoint-gaming-mouse-black-p709-rog-91598-2651802-010826063402157.webp","ASUS ROG Keris Wireless AimPoint Gaming Mouse P709","Buy ASUS ROG Keris Wireless AimPoint mouse at GB Tec — 36,000 dpi, tri-mode connectivity, 119hr battery, 75g. Nationwide delivery across Pakistan.",,"N","N","Y",
"2651802",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-2-91598-0-010826063057745.webp",,,,,,,
"2651802",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-91598-0-010826063058132.webp",,,,,,,
"2651802",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-1-91598-0-010826063102540.webp",,,,,,,
"2651798","ASUS TUF Gaming M3 Gen II Wired Optical Gaming Mouse (P309 TUF GAMING M3 GEN II)","Designed specifically for right-handed gamers, the TUF Gaming M3 Gen II is an ultralight 59-gram wired mouse with a shell contoured for comfortable, all-day handling. An 8000 dpi optical sensor delivers pixel-precise tracking, while IP56 dust and water resistance, ASUS Antibacterial Guard, and 60-million-click switches provide durability that holds up through intense gaming marathons — all finished off with customizable Aura Sync RGB lighting.","Gaming Peripherals > Gaming Mouse","ASUS",,,,,,,,,,"0.06","No","In Stock","0","6500.00",,"0.00","0.00",,"/asus-tuf-gaming-m3-gen-ii-wired-optical-gaming-mouse-p309-tuf-gaming-m3-gen-ii","https://static3.webx.pk/files/91598/Images/asus-tuf-gaming-m3-gen-ii-wired-mouse-p309-91598-2651798-010826061411457.webp","ASUS TUF Gaming M3 Gen II Wired Mouse P309","Buy ASUS TUF Gaming M3 Gen II mouse at GB Tec — 8000 dpi, 59g lightweight, IP56 resistant, Aura Sync RGB. Nationwide delivery across Pakistan.",,"N","N","Y",
"2651798",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-3-91598-0-010826061132004.webp",,,,,,,
"2651798",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-2-91598-0-010826061132435.webp",,,,,,,
"2651798",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-4-91598-0-010826061133591.webp",,,,,,,
"2651798",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-1-91598-0-010826061133455.webp",,,,,,,
"2651798",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-91598-0-010826061133929.webp",,,,,,,
"2651797","ASUS TUF Gaming M4 Wireless Optical Gaming Mouse (P306 TUF GAMING M4 WL)","A compact, ultra-lightweight wireless mouse built for prolonged gaming sessions, the TUF Gaming M4 Wireless combines a precise 12,000 dpi optical sensor with dual 2.4GHz/Bluetooth connectivity for stable, reliable performance. Its ambidextrous design weighs just 62 grams, while an antibacterial PBT top cover, 100% PTFE mouse feet, and flexible AA/AAA battery support round out a durable, comfortable everyday gaming companion.","Gaming Peripherals > Gaming Mouse","ASUS",,,,,,,,,,"0.06","No","In Stock","0","12500.00",,"0.00","0.00",,"/asus-tuf-gaming-m4-wireless-optical-gaming-mouse-p306-tuf-gaming-m4-wl","https://static3.webx.pk/files/91598/Images/asus-tuf-gaming-m4-wireless-mouse-p306-91598-2651797-010826060731403.webp","ASUS TUF Gaming M4 Wireless Mouse P306","Buy ASUS TUF Gaming M4 Wireless mouse at GB Tec — 12,000 dpi, dual wireless, 62g lightweight, antibacterial design. Nationwide delivery across Pakistan.",,"N","N","Y",
"2651797",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-2-91598-0-010826060555346.webp",,,,,,,
"2651797",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-1-91598-0-010826060556540.webp",,,,,,,
"2651797",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-3-91598-0-010826060556409.webp",,,,,,,
"2651797",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/fwebp-91598-0-010826060600872.webp",,,,,,,
"2657625","Rapoo EV250 Silent Vertical Ergonomic Wireless Mouse","Designed to reduce wrist strain during long work sessions, the Rapoo EV250 uses a scientific 60° vertical shape to keep your wrist in a natural, neutral ""handshake"" position. Silent micro-switches eliminate up to 90% of click noise for distraction-free use, while an adjustable 1600 DPI sensor and up to 9 months of battery life round out a comfortable, reliable wireless mouse for office and home use.","Gaming Peripherals > Gaming Mouse","Rapoo",,,,,,,,,,"0.09","No","In Stock","0","4375.00",,"0.00","0.00",,"/rapoo-ev250-silent-vertical-ergonomic-wireless-mouse","https://static3.webx.pk/files/91598/Images/c4cde5b5-440b-473d-be7b-9f2cba6723ea-91598-2657625-110826070747267.webp","Rapoo EV250 Silent Ergonomic Wireless Mouse","Buy Rapoo EV250 ergonomic wireless mouse at GB Tec — vertical design, silent clicks, 1600 DPI, 9-month battery. Nationwide delivery across Pakistan.",,"N","N","Y",
"2657625",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/ev250-2-600x375-91598-0-110826070629881.webp",,,,,,,
"2657625",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/ev250-1-600x375-91598-0-110826070630095.webp",,,,,,,
"2657623","Rapoo M300 Silent Multi-Mode Wireless Optical Mouse — Dark Grey / Light Grey","Built for multi-tasking professionals, the Rapoo M300 Silent connects to up to 3 devices via Bluetooth 3.0/4.0/5.0 or the 2.4GHz Nano USB receiver, switching between them at the click of a button. Silent-click switches keep noise to a minimum for shared or late-night workspaces, while an adjustable 600–1600 DPI sensor and up to 9 months of battery life round out a comfortable, reliable everyday wireless mouse.","Gaming Peripherals > Gaming Mouse","Rapoo",,,,,,,,,,"0.08","No","In Stock","0","3250.00",,"0.00","0.00",,"/rapoo-m300-silent-multimode-wireless-optical-mouse-dark-grey-light-grey","https://static3.webx.pk/files/91598/Images/rapoo-m300-silent-multi-mode-wireless-mouse-91598-2657623-110826065134227.webp","Rapoo M300 Silent Multi-Mode Wireless Mouse","Buy Rapoo M300 Silent wireless mouse at GB Tec — Bluetooth + 2.4GHz, silent clicks, 9-month battery life. Nationwide delivery across Pakistan.",,"N","N","Y",
"2657624","Rapoo MT760L Rechargeable Tri-Mode Wireless Mouse","Built for multitaskers and hybrid professionals, the Rapoo MT760L offers tri-mode connectivity — Bluetooth 4.0/5.0, 2.4GHz wireless, and USB-C wired — switching seamlessly between up to 4 paired devices. A premium-feel aluminum scroll wheel, near-silent clicks, and Rapoo's M+ cross-computer file transfer technology (Windows-exclusive) combine with up to 90 days of battery life for a genuinely productivity-first wireless mouse.","Gaming Peripherals > Gaming Mouse","Rapoo",,,,,,,,,,"0.10","No","In Stock","0","11445.00",,"0.00","0.00",,"/rapoo-mt760l-rechargeable-trimode-wireless-mouse","https://static3.webx.pk/files/91598/Images/c8c9913e-016c-4cd4-b438-63b839c184ec-91598-2657624-110826070250551.webp","Rapoo MT760L Tri-Mode Rechargeable Wireless Mouse","Buy Rapoo MT760L Tri-Mode wireless mouse at GB Tec — Bluetooth, 2.4GHz, USB-C, 4000 DPI, 90-day battery. Nationwide delivery across Pakistan.",,"N","N","Y",
"2657622","Rapoo N200 Wired Optical Mouse — Black","A practical, no-nonsense mouse for everyday tasks, the Rapoo N200 offers reliable USB wired connectivity and smooth optical tracking for office work, browsing, and casual use. Its symmetrical, ergonomic design suits both left- and right-handed users, while plug-and-play functionality means no drivers or software installation are needed — just plug it in and go.
","Gaming Peripherals > Gaming Mouse","Rapoo",,,,,,,,,,"0.07","No","In Stock","0","745.00",,"0.00","0.00",,"/rapoo-n200-wired-optical-mouse-black","https://static3.webx.pk/files/91598/Images/rapoo-n200-wired-optical-mouse-black-91598-2657622-110826064653321.webp","Rapoo N200 Wired Optical Mouse Black","Buy Rapoo N200 wired mouse in Black at GB Tec — 1600 DPI, plug-and-play, ergonomic design for everyday use. Nationwide delivery across Pakistan.",,"N","N","Y",
"2650211","ASUS ROG Azoth 75% Wireless Custom Gaming Keyboard — NX Snow Switch, PBT Keycaps (M701 ROG AZOTH/NXSW/US/PBT)","Bringing premium custom-keyboard features to a ready-to-use package, the ROG Azoth pairs a metal top cover with a silicone gasket mount and three-layer dampening foam for a refined, DIY-quality typing feel. Its hot-swappable, pre-lubed ROG NX Snow linear switches, 2-inch OLED display, and tri-mode connectivity (Bluetooth, 2.4GHz SpeedNova, and wired USB-C) combine enthusiast-grade customization with genuine everyday versatility — it was named Best Gaming Keyboard at CES 2023.","Gaming Peripherals > Keyboard","ASUS",,,,,,,,,,"1.19","No","In Stock","0","65000.00",,"0.00","0.00",,"/asus-rog-azoth-75-wireless-custom-gaming-keyboard-nx-snow-switch-pbt-keycaps-m701-rog-azothnxs","https://static3.webx.pk/files/91598/Images/asus-rog-azoth-75-wireless-custom-keyboard-m701-91598-2650211-290726082557243.webp","ASUS ROG Azoth 75% Wireless Custom Keyboard M701","Buy ASUS ROG Azoth wireless keyboard at GB Tec — hot-swappable NX Snow switches, OLED display, tri-mode connectivity. Nationwide delivery across Pakistan",,"N","N","Y",
"2650211",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-4-91598-0-290726082249448.webp",,,,,,,
"2650211",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-5-91598-0-290726082249214.webp",,,,,,,
"2650211",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-3-91598-0-290726082250028.webp",,,,,,,
"2650211",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-1-91598-0-290726082251381.webp",,,,,,,
"2650211",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-2-91598-0-290726082251822.webp",,,,,,,
"2650211",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-91598-0-290726082252612.webp",,,,,,,
"2650214","ASUS ROG Azoth X 75% Wireless Custom Gaming Keyboard — NX Snow V2 Switch, PBT Keycaps (M704 ROG AZOTH X/NXSWV2/US/PBT)","The successor to the original Azoth, the Azoth X adds a south-facing PCB for broader switch/keycap compatibility, an FR4 positioning plate for crisp acoustics, and striking ""Stellar-themed"" semi-translucent keycaps that let RGB shine through on three sides. Hot-swappable ROG NX Snow V2 switches, five-layer dampening with a silicone gasket mount, and tri-mode connectivity with up to 1,600 hours of battery life combine enthusiast-grade customization with genuine everyday reliability.","Gaming Peripherals > Keyboard","ASUS",,,,,,,,,,"1.19","No","In Stock","0","69000.00",,"0.00","0.00",,"/asus-rog-azoth-x-75-wireless-custom-gaming-keyboard-nx-snow-v2-switch-pbt-keycaps-m704-rog-azot","https://static3.webx.pk/files/91598/Images/asus-rog-azoth-x-75-wireless-custom-gaming-keyboard-91598-2650214-290726082922425.webp","ASUS ROG Azoth X 75% Wireless Keyboard M704","Buy ASUS ROG Azoth X wireless keyboard at GB Tec — hot-swappable NX Snow V2 switches, OLED display, 1600hr battery. Nationwide delivery across Pakistan.",,"N","N","Y",
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-5-91598-0-290726082729410.webp",,,,,,,
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-91598-0-290726082732682.webp",,,,,,,
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-1-91598-0-290726082731937.webp",,,,,,,
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-4-91598-0-290726082729639.webp",,,,,,,
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-6-91598-0-290726082729776.webp",,,,,,,
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-3-91598-0-290726082731115.webp",,,,,,,
"2650214",,,,,,,,,,,,,,,,,,,,,,,,"https://static3.webx.pk/files/91598/Images/h732-2-91598-0-290726082731482.webp",,,,,,,
